Secuencia,Mano,Punto,X,Y,Z
1,Derecha,9,0.22312594950199127,0.551937997341156,-0.028749771416187286
1,Derecha,10,0.2605064809322357,0.44332391023635864,-0.039637286216020584
1,Derecha,11,0.2840476930141449,0.3814898729324341,-0.04458152502775192
1,Derecha,12,0.30185550451278687,0.3339661657810211,-0.04840297996997833
1,Derecha,13,0.2512018084526062,0.5713735818862915,-0.0405832938849926
1,Derecha,14,0.2873207926750183,0.4712056815624237,-0.04888894408941269
1,Derecha,15,0.30877673625946045,0.41326457262039185,-0.050952356308698654
1,Derecha,16,0.32415634393692017,0.36879926919937134,-0.05280008912086487
1,Derecha,17,0.2800445854663849,0.5957456231117249,-0.05215504765510559
1,Derecha,18,0.3071979284286499,0.5172246694564819,-0.057144224643707275
1,Derecha,19,0.32218170166015625,0.47161662578582764,-0.05575662851333618
1,Derecha,20,0.33385932445526123,0.43358755111694336,-0.05466194450855255
1,Derecha,0,0.21307049691677094,0.7238002419471741,4.1260091165895574e-07
1,Derecha,1,0.18475550413131714,0.6563783884048462,0.005228445865213871
1,Derecha,2,0.17420849204063416,0.5782390236854553,0.0007888823165558279
1,Derecha,3,0.17604362964630127,0.516690731048584,-0.005097391549497843
1,Derecha,4,0.1674785017967224,0.4736253023147583,-0.012133806943893433
1,Derecha,5,0.1955241858959198,0.5376487970352173,-0.022648733109235764
1,Derecha,6,0.22921843826770782,0.4395580589771271,-0.039420533925294876
1,Derecha,7,0.2514260411262512,0.38427168130874634,-0.047496795654296875
1,Derecha,8,0.26828548312187195,0.34281352162361145,-0.050956979393959045
1,Derecha,9,0.22261366248130798,0.5511422753334045,-0.03438369557261467
1,Derecha,10,0.2587602138519287,0.44238463044166565,-0.046920131891965866
1,Derecha,11,0.2822563350200653,0.38079172372817993,-0.05181588605046272
1,Derecha,12,0.299717515707016,0.3333606421947479,-0.05503499135375023
1,Derecha,13,0.25152021646499634,0.5713322162628174,-0.04482347145676613
1,Derecha,14,0.2858247756958008,0.47016823291778564,-0.054621048271656036
1,Derecha,15,0.30805572867393494,0.41131392121315,-0.0582377091050148
1,Derecha,16,0.32395732402801514,0.36561083793640137,-0.06069578230381012
1,Derecha,17,0.28028321266174316,0.5960232019424438,-0.05444277822971344
1,Derecha,18,0.3066260814666748,0.5167564749717712,-0.062190670520067215
1,Derecha,19,0.32154226303100586,0.47079354524612427,-0.06306999176740646
1,Derecha,20,0.3337847590446472,0.431816041469574,-0.06293847411870956
1,Derecha,0,0.21924011409282684,0.7503886222839355,4.489613729674602e-07
1,Derecha,1,0.18645897507667542,0.6781070232391357,-0.0015273099998012185
1,Derecha,2,0.16941392421722412,0.5855421423912048,-0.0116281034424901
1,Derecha,3,0.1607288122177124,0.5141287446022034,-0.023530088365077972
1,Derecha,4,0.13509009778499603,0.47392717003822327,-0.03689783439040184
1,Derecha,5,0.1670549213886261,0.5670458674430847,-0.02866852842271328
1,Derecha,6,0.18666094541549683,0.46422192454338074,-0.05414389446377754
1,Derecha,7,0.20686988532543182,0.39836326241493225,-0.07049697637557983
1,Derecha,8,0.22361336648464203,0.34600725769996643,-0.08052421361207962
1,Derecha,9,0.18613144755363464,0.5787977576255798,-0.04196542501449585
1,Derecha,10,0.20972105860710144,0.46541669964790344,-0.06439677625894547
1,Derecha,11,0.23027314245700836,0.3937133848667145,-0.07721861451864243
1,Derecha,12,0.24868465960025787,0.3332850933074951,-0.08560539036989212
1,Derecha,13,0.21487489342689514,0.5965437889099121,-0.05479264631867409
1,Derecha,14,0.23790499567985535,0.4868292510509491,-0.07331306487321854
1,Derecha,15,0.25673630833625793,0.41921180486679077,-0.08091813325881958
1,Derecha,16,0.2728334367275238,0.3642650842666626,-0.08540672063827515
1,Derecha,17,0.25116032361984253,0.6198971271514893,-0.06760163605213165
1,Derecha,18,0.2676822245121002,0.5387253165245056,-0.08107338100671768
1,Derecha,19,0.27823835611343384,0.4892043471336365,-0.08445194363594055
1,Derecha,20,0.2881723642349243,0.44584181904792786,-0.08623509854078293
1,Derecha,0,0.21533313393592834,0.8069385290145874,2.1064671784642996e-07
1,Derecha,1,0.1773742288351059,0.7330062389373779,-0.008413858711719513
1,Derecha,2,0.15052436292171478,0.6327259540557861,-0.019397586584091187
1,Derecha,3,0.13100141286849976,0.5490086078643799,-0.03029692731797695
1,Derecha,4,0.09751414507627487,0.5040069222450256,-0.042596325278282166
1,Derecha,5,0.14687824249267578,0.6438993811607361,-0.039942555129528046
1,Derecha,6,0.14457371830940247,0.5497984886169434,-0.06848509609699249
1,Derecha,7,0.1401473730802536,0.49705302715301514,-0.0858510434627533
1,Derecha,8,0.13058699667453766,0.4545612037181854,-0.09729114919900894
1,Derecha,9,0.164594367146492,0.6655497550964355,-0.051379911601543427
1,Derecha,10,0.16572211682796478,0.5625351071357727,-0.07867307960987091
1,Derecha,11,0.16036996245384216,0.5013235807418823,-0.09244443476200104
1,Derecha,12,0.15231665968894958,0.4516037702560425,-0.10259488970041275
1,Derecha,13,0.19250430166721344,0.6893079280853271,-0.06293464452028275
1,Derecha,14,0.19790838658809662,0.5919379591941833,-0.0883134976029396
1,Derecha,15,0.19524715840816498,0.5324909090995789,-0.09819839894771576
1,Derecha,16,0.19008901715278625,0.48220303654670715,-0.10479596257209778
1,Derecha,17,0.22854577004909515,0.7156484723091125,-0.07459055632352829
1,Derecha,18,0.23263870179653168,0.6449791193008423,-0.09530649334192276
1,Derecha,19,0.231094092130661,0.5991993546485901,-0.1025579497218132
1,Derecha,20,0.2305392026901245,0.5574485063552856,-0.10783616453409195
1,Derecha,0,0.19939565658569336,0.7861121892929077,-1.0230483127315892e-07
1,Derecha,1,0.1563246101140976,0.6998810768127441,0.0026763060595840216
1,Derecha,2,0.13643528521060944,0.6046195030212402,-0.007524403277784586
1,Derecha,3,0.11946514248847961,0.5342931747436523,-0.020467396825551987
1,Derecha,4,0.08556064963340759,0.5014294981956482,-0.033518265932798386
1,Derecha,5,0.1263553500175476,0.6084055304527283,-0.028756313025951385
1,Derecha,6,0.13098232448101044,0.49862584471702576,-0.05628880113363266
1,Derecha,7,0.13509836792945862,0.4726105034351349,-0.07122274488210678
1,Derecha,8,0.13536503911018372,0.45608481764793396,-0.07957344502210617
1,Derecha,9,0.1471182405948639,0.6362029314041138,-0.04563618451356888
1,Derecha,10,0.15280087292194366,0.523934543132782,-0.07341433316469193
1,Derecha,11,0.1515960693359375,0.48058485984802246,-0.0847669318318367
1,Derecha,12,0.1490463763475418,0.4461946487426758,-0.0916920006275177
1,Derecha,13,0.17841850221157074,0.6664564609527588,-0.06239990144968033
1,Derecha,14,0.18543949723243713,0.5629450678825378,-0.08793313801288605
1,Derecha,15,0.18586201965808868,0.50869220495224,-0.09617345780134201
1,Derecha,16,0.18330179154872894,0.45997828245162964,-0.10100559890270233
1,Derecha,17,0.2182094305753708,0.6983286738395691,-0.07807833701372147
1,Derecha,18,0.222600519657135,0.6245863437652588,-0.09656581282615662
1,Derecha,19,0.2253056764602661,0.5827406644821167,-0.10068365186452866
1,Derecha,20,0.22891780734062195,0.5423393845558167,-0.10377056896686554
1,Derecha,0,0.19926339387893677,0.8182897567749023,3.52110731682842e-07
1,Derecha,1,0.16492679715156555,0.7342691421508789,-0.007047681603580713
1,Derecha,2,0.13721367716789246,0.636496365070343,-0.018501577898859978
1,Derecha,3,0.11756300926208496,0.5572755336761475,-0.030132930725812912
1,Derecha,4,0.08532651513814926,0.511975109577179,-0.04330694302916527
1,Derecha,5,0.12427591532468796,0.6641011238098145,-0.04348558560013771
1,Derecha,6,0.12531426548957825,0.5632164478302002,-0.07391812652349472
1,Derecha,7,0.12818092107772827,0.5023602247238159,-0.0914556160569191
1,Derecha,8,0.1282983273267746,0.4504479765892029,-0.10288489609956741
1,Derecha,9,0.14448367059230804,0.6870977282524109,-0.05706584081053734
1,Derecha,10,0.147427499294281,0.5748386979103088,-0.08516738563776016
1,Derecha,11,0.1481877863407135,0.5082455277442932,-0.0987965315580368
1,Derecha,12,0.14834348857402802,0.4515269994735718,-0.1091596856713295
1,Derecha,13,0.17518751323223114,0.7095892429351807,-0.07063053548336029
1,Derecha,14,0.18208712339401245,0.6021096706390381,-0.09786541014909744
1,Derecha,15,0.18334905803203583,0.5361655354499817,-0.10805981606245041
1,Derecha,16,0.18337248265743256,0.4800691306591034,-0.11490146070718765
1,Derecha,17,0.2143738865852356,0.7319939136505127,-0.08414272964000702
1,Derecha,18,0.22020648419857025,0.655073881149292,-0.10743965208530426
1,Derecha,19,0.22177988290786743,0.6049864292144775,-0.11587191373109818
1,Derecha,20,0.22429175674915314,0.5597363710403442,-0.12208721786737442
1,Derecha,0,0.2012808620929718,0.810603678226471,4.58454678664566e-07
1,Derecha,1,0.16952884197235107,0.7294374108314514,-0.008216057904064655
1,Derecha,2,0.13988342881202698,0.637036144733429,-0.018069999292492867
1,Derecha,3,0.11760357767343521,0.5621849894523621,-0.02783479169011116
1,Derecha,4,0.08515647798776627,0.5187422037124634,-0.038922663778066635
1,Derecha,5,0.12336765229701996,0.6618046760559082,-0.03761495649814606
1,Derecha,6,0.12420405447483063,0.567383885383606,-0.06584469974040985
1,Derecha,7,0.12668105959892273,0.5078369975090027,-0.08236634731292725
1,Derecha,8,0.12641841173171997,0.4562112092971802,-0.09298495203256607
1,Derecha,9,0.14288464188575745,0.6835967302322388,-0.04975518956780434
1,Derecha,10,0.14541444182395935,0.5755835771560669,-0.07580456137657166
1,Derecha,11,0.14617928862571716,0.50893634557724,-0.0887528732419014
1,Derecha,12,0.14647899568080902,0.4512908458709717,-0.09785010665655136
1,Derecha,13,0.17423033714294434,0.7054122090339661,-0.062291163951158524
1,Derecha,14,0.1792987436056137,0.5960507392883301,-0.08843795210123062
1,Derecha,15,0.18125540018081665,0.530203640460968,-0.09809909760951996
1,Derecha,16,0.18207137286663055,0.4734729826450348,-0.10375110805034637
1,Derecha,17,0.21359798312187195,0.7267500758171082,-0.07486602663993835
1,Derecha,18,0.2192973494529724,0.6509127616882324,-0.09782087057828903
1,Derecha,19,0.2203376591205597,0.6019468903541565,-0.1057976633310318
1,Derecha,20,0.22204020619392395,0.5581344962120056,-0.110731340944767
2,Derecha,0,0.19724223017692566,0.806838870048523,1.966730245328563e-08
2,Derecha,1,0.1591336578130722,0.7204838991165161,0.015044879168272018
2,Derecha,2,0.15750710666179657,0.6233377456665039,0.01645081676542759
2,Derecha,3,0.16265986859798431,0.5565957427024841,0.013805477879941463
2,Derecha,4,0.15589088201522827,0.510746419429779,0.009992420673370361
2,Derecha,5,0.18308734893798828,0.5541841983795166,0.0023467254359275103
2,Derecha,6,0.20991861820220947,0.4516507089138031,-0.011664877645671368
2,Derecha,7,0.2248176485300064,0.4079866409301758,-0.021314183250069618
2,Derecha,8,0.23455405235290527,0.3803233504295349,-0.026410752907395363
2,Derecha,9,0.21758396923542023,0.5730061531066895,-0.014200365170836449
2,Derecha,10,0.24485695362091064,0.4661545157432556,-0.024164004251360893
2,Derecha,11,0.25859981775283813,0.4132400155067444,-0.03232704848051071
2,Derecha,12,0.26908937096595764,0.3732190728187561,-0.03839791938662529
2,Derecha,13,0.2509332299232483,0.6094011068344116,-0.030254675075411797
2,Derecha,14,0.27886685729026794,0.5098127126693726,-0.0420311838388443
2,Derecha,15,0.2885069251060486,0.4564960300922394,-0.04744981974363327
2,Derecha,16,0.29322221875190735,0.4143175482749939,-0.051170464605093
2,Derecha,17,0.28124722838401794,0.6570861339569092,-0.04427626356482506
2,Derecha,18,0.30415982007980347,0.5919151902198792,-0.05076102167367935
2,Derecha,19,0.3140365779399872,0.556117594242096,-0.048552677035331726
2,Derecha,20,0.31976306438446045,0.5275072455406189,-0.046637024730443954
2,Derecha,0,0.19153189659118652,0.807939887046814,3.421152428018104e-07
2,Derecha,1,0.160744309425354,0.7184380292892456,0.0040372093208134174
2,Derecha,2,0.15735146403312683,0.6269533038139343,-0.002903837012127042
2,Derecha,3,0.1624704897403717,0.5548162460327148,-0.011426187120378017
2,Derecha,4,0.15302298963069916,0.49936747550964355,-0.020942654460668564
2,Derecha,5,0.17735715210437775,0.5976450443267822,-0.031401630491018295
2,Derecha,6,0.20227792859077454,0.4786587059497833,-0.05401000753045082
2,Derecha,7,0.21949252486228943,0.4126404821872711,-0.06414452940225601
2,Derecha,8,0.23312561213970184,0.36289072036743164,-0.06848263740539551
2,Derecha,9,0.20676150918006897,0.6173115968704224,-0.045828722417354584
2,Derecha,10,0.23634891211986542,0.4851894974708557,-0.06613285839557648
2,Derecha,11,0.2552627921104431,0.408443808555603,-0.07417457550764084
2,Derecha,12,0.270492285490036,0.34981104731559753,-0.0785299763083458
2,Derecha,13,0.23891182243824005,0.6444060802459717,-0.0587410144507885
2,Derecha,14,0.2682385742664337,0.52158522605896,-0.07574271410703659
2,Derecha,15,0.2857494056224823,0.44922390580177307,-0.08100555092096329
2,Derecha,16,0.298452764749527,0.3930678963661194,-0.08344418555498123
2,Derecha,17,0.2724323570728302,0.6768895387649536,-0.0707075446844101
2,Derecha,18,0.2986084520816803,0.5857811570167542,-0.08368010073900223
2,Derecha,19,0.3130756914615631,0.529057502746582,-0.08599793165922165
2,Derecha,20,0.32589447498321533,0.48032429814338684,-0.0862889513373375
2,Derecha,0,0.19719180464744568,0.7538496255874634,1.3905476237141556e-07
2,Derecha,1,0.16662505269050598,0.6757183074951172,0.004926028195768595
2,Derecha,2,0.16129955649375916,0.591177225112915,0.002020900836214423
2,Derecha,3,0.15909606218338013,0.5288046598434448,-0.0020480924285948277
2,Derecha,4,0.14147403836250305,0.48836541175842285,-0.007269314490258694
2,Derecha,5,0.19604657590389252,0.5459545850753784,-0.023177221417427063
2,Derecha,6,0.22894994914531708,0.4436911940574646,-0.040081657469272614
2,Derecha,7,0.24962806701660156,0.3902042806148529,-0.04766402393579483
2,Derecha,8,0.2650949954986572,0.34935522079467773,-0.051164302974939346
2,Derecha,9,0.22516320645809174,0.5638378262519836,-0.0350203737616539
2,Derecha,10,0.2632300853729248,0.4491892457008362,-0.049017179757356644
2,Derecha,11,0.284432053565979,0.3878515362739563,-0.053583212196826935
2,Derecha,12,0.2991563081741333,0.3419991433620453,-0.05662602186203003
2,Derecha,13,0.25432631373405457,0.5928863286972046,-0.045808419585227966
2,Derecha,14,0.2924954295158386,0.48568785190582275,-0.058166973292827606
2,Derecha,15,0.31177741289138794,0.42744141817092896,-0.06266161799430847
2,Derecha,16,0.3255343437194824,0.38261258602142334,-0.06554296612739563
2,Derecha,17,0.28246447443962097,0.627894401550293,-0.05571182072162628
2,Derecha,18,0.31369873881340027,0.5486741065979004,-0.06686671078205109
2,Derecha,19,0.3291931748390198,0.5012677907943726,-0.0704362764954567
2,Derecha,20,0.3431117534637451,0.46139413118362427,-0.07223022729158401
2,Derecha,0,0.19756469130516052,0.7567128539085388,3.2899725965762627e-07
2,Derecha,1,0.16533413529396057,0.6776574850082397,0.0037305678706616163
2,Derecha,2,0.15998612344264984,0.5931522250175476,0.0006331441691145301
2,Derecha,3,0.1605389416217804,0.5283799767494202,-0.003804268315434456
2,Derecha,4,0.14391982555389404,0.4880733788013458,-0.009649981744587421
2,Derecha,5,0.19731242954730988,0.5522559285163879,-0.01934231072664261
2,Derecha,6,0.22849294543266296,0.45187807083129883,-0.03544435277581215
2,Derecha,7,0.2491905242204666,0.3942989110946655,-0.04310266301035881
2,Derecha,8,0.26637014746665955,0.35171574354171753,-0.046594858169555664
2,Derecha,9,0.22755324840545654,0.5681174993515015,-0.030839143320918083
2,Derecha,10,0.26038092374801636,0.4579734802246094,-0.04454105347394943
2,Derecha,11,0.28120824694633484,0.3926452398300171,-0.05092792212963104
2,Derecha,12,0.29780375957489014,0.3422400951385498,-0.05475335940718651
2,Derecha,13,0.25724002718925476,0.5931147336959839,-0.0414670892059803
2,Derecha,14,0.28998371958732605,0.49112558364868164,-0.054044537246227264
2,Derecha,15,0.3103620409965515,0.4310957193374634,-0.060170747339725494
2,Derecha,16,0.32562100887298584,0.38321930170059204,-0.06378131359815598
2,Derecha,17,0.2855517864227295,0.6244533061981201,-0.05124750733375549
2,Derecha,18,0.3144947290420532,0.5486330986022949,-0.06213970482349396
2,Derecha,19,0.33114784955978394,0.5032660961151123,-0.06524275243282318
2,Derecha,20,0.3451313078403473,0.4634752869606018,-0.06636015325784683
2,Derecha,0,0.19725100696086884,0.774271547794342,2.3736910748084483e-07
2,Derecha,1,0.16421714425086975,0.6979359984397888,0.004347105510532856
2,Derecha,2,0.1483992040157318,0.6049754619598389,0.0011311464477330446
2,Derecha,3,0.1359870433807373,0.5318151116371155,-0.005247047170996666
2,Derecha,4,0.11023535579442978,0.49121329188346863,-0.01225459948182106
2,Derecha,5,0.1636544018983841,0.5627250671386719,-0.0013589293230324984
2,Derecha,6,0.17416423559188843,0.467058002948761,-0.016474338248372078
2,Derecha,7,0.18616406619548798,0.406183123588562,-0.027798211202025414
2,Derecha,8,0.19753330945968628,0.3623729646205902,-0.03466795012354851
2,Derecha,9,0.18823908269405365,0.5656881928443909,-0.01368032954633236
2,Derecha,10,0.20651820302009583,0.4656997323036194,-0.024525096639990807
2,Derecha,11,0.22381578385829926,0.4051213264465332,-0.03211091458797455
2,Derecha,12,0.24038326740264893,0.36138516664505005,-0.03740265220403671
2,Derecha,13,0.2174251228570938,0.5800471901893616,-0.026622086763381958
2,Derecha,14,0.24017497897148132,0.48781275749206543,-0.03444770723581314
2,Derecha,15,0.25843873620033264,0.4347822666168213,-0.03710688650608063
2,Derecha,16,0.2756090760231018,0.39558660984039307,-0.03922995552420616
2,Derecha,17,0.24822790920734406,0.6032239198684692,-0.03976447135210037
2,Derecha,18,0.27079010009765625,0.5356175303459167,-0.04351262003183365
2,Derecha,19,0.28497278690338135,0.49428173899650574,-0.04208105802536011
2,Derecha,20,0.298469603061676,0.4606959819793701,-0.040969546884298325
2,Derecha,0,0.17990070581436157,0.8092967867851257,1.3280002519877598e-07
2,Derecha,1,0.14103804528713226,0.7209110856056213,-0.003212213283404708
2,Derecha,2,0.11474046111106873,0.6256376504898071,-0.011131305247545242
2,Derecha,3,0.091331347823143,0.5516428351402283,-0.021184073761105537
2,Derecha,4,0.05614793300628662,0.5148353576660156,-0.03201064094901085
2,Derecha,5,0.11326223611831665,0.632250964641571,-0.02053079567849636
2,Derecha,6,0.10026313364505768,0.5325342416763306,-0.04504020884633064
2,Derecha,7,0.09218675643205643,0.47633421421051025,-0.06085417792201042
2,Derecha,8,0.0814007967710495,0.43173885345458984,-0.07093113660812378
2,Derecha,9,0.13516178727149963,0.6449822783470154,-0.033609144389629364
2,Derecha,10,0.12551866471767426,0.5423397421836853,-0.058625731617212296
2,Derecha,11,0.11429595947265625,0.4785298705101013,-0.07470595091581345
2,Derecha,12,0.10296495258808136,0.4241488575935364,-0.08562158793210983
2,Derecha,13,0.16942733526229858,0.6617754697799683,-0.04731649532914162
2,Derecha,14,0.17297381162643433,0.5579589009284973,-0.07181655615568161
2,Derecha,15,0.1724453568458557,0.49451944231987,-0.08501322567462921
2,Derecha,16,0.16974152624607086,0.44104576110839844,-0.09286786615848541
2,Derecha,17,0.2111273556947708,0.6850219964981079,-0.06066898629069328
2,Derecha,18,0.22234989702701569,0.6141773462295532,-0.07972203195095062
2,Derecha,19,0.22694838047027588,0.569370448589325,-0.08714789897203445
2,Derecha,20,0.23058857023715973,0.5279477834701538,-0.09187673032283783
2,Derecha,0,0.17406293749809265,0.813651442527771,3.935009260658262e-07
2,Derecha,1,0.14285513758659363,0.7347182035446167,-0.007300591561943293
2,Derecha,2,0.11698542535305023,0.6393150687217712,-0.01874633878469467
2,Derecha,3,0.09291747957468033,0.5616728663444519,-0.029913311824202538
2,Derecha,4,0.05697261542081833,0.5255762934684753,-0.04224727675318718
2,Derecha,5,0.11270259320735931,0.6552915573120117,-0.046115439385175705
2,Derecha,6,0.10078642517328262,0.5483413338661194,-0.07379182428121567
2,Derecha,7,0.09295570850372314,0.48652011156082153,-0.0883292704820633
2,Derecha,8,0.08319278061389923,0.43569624423980713,-0.097179114818573
2,Derecha,9,0.13415202498435974,0.6725577116012573,-0.058168135583400726
2,Derecha,10,0.12257015705108643,0.5525783896446228,-0.08595111221075058
2,Derecha,11,0.1125892698764801,0.4795392155647278,-0.09940224885940552
2,Derecha,12,0.1033310815691948,0.4209781289100647,-0.10783956944942474
2,Derecha,13,0.16826309263706207,0.689873218536377,-0.06919829547405243
2,Derecha,14,0.1702173352241516,0.5689648389816284,-0.09620878100395203
2,Derecha,15,0.1718444973230362,0.49607643485069275,-0.10770218074321747
2,Derecha,16,0.1715715229511261,0.43714383244514465,-0.11397811025381088
2,Derecha,17,0.21037375926971436,0.7075318694114685,-0.07962421327829361
2,Derecha,18,0.21896354854106903,0.6212811470031738,-0.10285571217536926
2,Derecha,19,0.2227717489004135,0.5666861534118652,-0.11123620718717575
2,Derecha,20,0.22590336203575134,0.5178705453872681,-0.11599192023277283
2,Derecha,0,0.16894513368606567,0.855588972568512,4.046572996685427e-07
2,Derecha,1,0.14900358021259308,0.7705217599868774,0.0003314890491310507
2,Derecha,2,0.13887882232666016,0.6671004295349121,-0.009919242933392525
2,Derecha,3,0.13453088700771332,0.5885562300682068,-0.021075818687677383
2,Derecha,4,0.1167987585067749,0.5438997745513916,-0.03350839391350746
2,Derecha,5,0.12135697901248932,0.6759540438652039,-0.036315515637397766
2,Derecha,6,0.15226905047893524,0.5795459151268005,-0.06330186128616333
2,Derecha,7,0.1731136292219162,0.527980387210846,-0.07838650047779083
2,Derecha,8,0.18556025624275208,0.4919944405555725,-0.08656391501426697
2,Derecha,9,0.13968490064144135,0.7088116407394409,-0.049924928694963455
2,Derecha,10,0.17428503930568695,0.594458281993866,-0.07393418997526169
2,Derecha,11,0.19845834374427795,0.5366459488868713,-0.0827823281288147
2,Derecha,12,0.2149302214384079,0.4955393373966217,-0.08835609257221222
2,Derecha,13,0.16645315289497375,0.7401344776153564,-0.06258460134267807
2,Derecha,14,0.19970078766345978,0.6246793866157532,-0.08373633772134781
2,Derecha,15,0.21990783512592316,0.5630933046340942,-0.08591696619987488
2,Derecha,16,0.23295056819915771,0.5181036591529846,-0.08631767332553864
2,Derecha,17,0.20036470890045166,0.7689171433448792,-0.07455414533615112
2,Derecha,18,0.22671429812908173,0.6796917915344238,-0.08892835676670074
2,Derecha,19,0.24299365282058716,0.6253846883773804,-0.08906641602516174
2,Derecha,20,0.25449830293655396,0.5821126103401184,-0.08858519792556763
